past_month,stock,txn_date,close,amt
2022-11,HDFC.NS.csv,2022-12-01,2700.949951171875,200
2022-11,TCS.NS.csv,2022-12-01,3475.64990234375,200
2022-12,INDUSINDBK.NS.csv,2023-01-01,1240.949951171875,200
2022-12,AXISBANK.NS.csv,2023-01-01,962.2999877929688,200
2022-12,HDFCBANK.NS.csv,2023-01-01,1639.3499755859375,200
2022-12,TATASTEEL.NS.csv,2023-01-01,118.4499969482422,200
2022-12,ITC.NS.csv,2023-01-01,331.1000061035156,200
2023-01,MARUTI.NS.csv,2023-02-01,8768.849609375,200
2023-01,TCS.NS.csv,2023-02-01,3408.35009765625,200
2023-01,LT.NS.csv,2023-02-01,2145.550048828125,200
2023-01,HCLTECH.NS.csv,2023-02-01,1132.0999755859375,200
2023-01,M&M.NS.csv,2023-02-01,1352.050048828125,200
2023-02,BAJAJFINSV.NS.csv,2023-03-01,1343.9000244140625,200
2023-02,ULTRACEMCO.NS.csv,2023-03-01,7274.14990234375,200
2023-02,RELIANCE.NS.csv,2023-03-01,2343.89990234375,200
2023-02,BAJFINANCE.NS.csv,2023-03-01,6154.85009765625,200
2023-02,TECHM.NS.csv,2023-03-01,1126.9000244140625,200
2023-03,NESTLEIND.NS.csv,2023-04-01,19705.44921875,200
2023-03,ULTRACEMCO.NS.csv,2023-04-01,7640.5,200
2023-03,TITAN.NS.csv,2023-04-01,2537.39990234375,200
2023-03,HINDUNILVR.NS.csv,2023-04-01,2536.10009765625,200
2023-03,LT.NS.csv,2023-04-01,2170.14990234375,200
2023-04,TITAN.NS.csv,2023-05-01,2654.050048828125,200
2023-04,ASIANPAINT.NS.csv,2023-05-01,2929.699951171875,200
2023-04,BAJFINANCE.NS.csv,2023-05-01,6180.25,200
2023-04,NESTLEIND.NS.csv,2023-05-01,21875.69921875,200
2023-04,KOTAKBANK.NS.csv,2023-05-01,1930.949951171875,200
2023-05,ASIANPAINT.NS.csv,2023-06-01,3240.699951171875,200
2023-05,BAJFINANCE.NS.csv,2023-06-01,7040.5,200
2023-05,MARUTI.NS.csv,2023-06-01,9328.2998046875,200
2023-05,ULTRACEMCO.NS.csv,2023-06-01,7842.7998046875,200
2023-05,HINDUNILVR.NS.csv,2023-06-01,2697.89990234375,200
